p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
6.45559933272e-06	0.000154653705753	GO:0051246	b	5	regulation of protein metabolic process	537; 796; 801; 805; 811; 975; 1153; 1452; 1471; 1522; 1915; 1938; 1974; 1977; 1984; 2023; 2280; 2771; 468; 3190; 3301; 3309; 3326; 56853; 3488; 3642; 4504; 4738; 4803; 4946; 5037; 5228; 5270; 5300; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5813; 6622; 6659; 6692; 6726; 6992; 7001; 7077; 7314; 7316; 7320; 7341; 7345; 9528; 56271; 10049; 10140; 10209; 10273; 10289; 10912; 10972; 11142; 11345; 51079; 55081; 78986; 79016; 89777; 50859; 84681; 54997; 55450; 23741; 23787; 25824; 25994; 27020; 27335; 29937; 29978	EIF1; DDA1; NGF; PKIG; TIMP2; HSPA5; SUMO1; EEF1A1; DUSP26; CELF4; PRDX2; SRP9; NENF; HINT2; EID1; SPOCK3; PIN1; OAZ1; GNAI2; SERPINE2; EIF5A; NEDD8; PEBP1; SPINT1; CALM2; HIGD1A; CALM1; CD81; MT3; UBC; ATP6AP1; DNAJB6; PRNP; HSP90AB1; HNRNPK; SOX4; CIRBP; CST3; TMED10; SERPINB12; PRDX5; PGF; BEX4; IFT57; TESC; NDUFA13; SNCA; IGFBP5; PPP1R11; ENO1; CTSZ; EIF3K; PRKAR1A; CALCA; EIF4E; TOB1; NPTN; UCHL1; UBQLN2; TMEM59; DNAJA1; CSNK1A1; MTCH1; PPP1CA; GADD45G; CALR; UBE2B; PSAP; POLR2G; PKIB; INSM1; STUB1; PURA; EIF1B; GABARAPL2; UBB; FKBP1A; ATF4; CAMK2N1; PPIB; EEF2; EIF4A2	2809	2803
6.84083368216e-06	0.000161671702688	GO:0016236	b	4	macroautophagy	526; 529; 533; 665; 6009; 6048; 7345; 7416; 9114; 9550; 11337; 11345; 51382; 84557; 60673; 155066; 140735; 29978	ATP6V0B; ATP6V1D; RNF5; BNIP3L; ATP6V0E2; GABARAPL2; ATG101; DYNLL2; ATP6V1E1; GABARAP; UBQLN2; ATP6V0D1; ATP6V1G1; MAP1LC3A; ATP6V1B2; RHEB; UCHL1; VDAC1	290	290
7.11764901983e-06	0.000109042382984	GO:0017144	b	3	drug metabolic process	226; 230; 526; 669; 1152; 1312; 1327; 1329; 1337; 1347; 1644; 2023; 2643; 2987; 3312; 3326; 4190; 4191; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 5037; 5860; 6622; 7001; 10797; 84275; 25824	NDUFB9; SLC25A33; COX5B; CKB; NDUFB7; PRDX5; HSPA8; PRDX2; ALDOA; MDH2; MDH1; ALDOC; NDUFV3; PEBP1; BPGM; MT3; NDUFB8; HSP90AB1; ATP6V1B2; NDUFA6; NDUFA7; NDUFB4; QDPR; COMT; ENO1; COX4I1; GUK1; DDC; COX7A2; COX6A1; MTHFD2; GCH1; SNCA	783	782
7.17263770459e-06	0.000164045165566	GO:0051650	b	4	establishment of vesicle localization	801; 805; 1522; 3799; 5864; 6616; 6622; 6844; 6855; 8766; 8775; 9066; 10814; 10959; 10972; 122553; 51693; 27445	TRAPPC2L; SNAP25; VAMP2; CALM2; NAPA; CALM1; KIF5B; TRAPPC6B; SYT7; RAB11A; CTSZ; SYP; PCLO; CPLX2; RAB3A; SNCA; TMED10; TMED2	291	291
7.61243092115e-06	0.000109475597434	GO:0009266	b	3	response to temperature stimulus	796; 1153; 2288; 3281; 3301; 3309; 3312; 3326; 5037; 7341; 10049; 10273; 11168; 84918; 55466	HSP90AB1; LRP11; DNAJA1; PSIP1; DNAJA4; HSPA5; PEBP1; SUMO1; CIRBP; HSPA8; DNAJB6; FKBP4; STUB1; CALCA; HSBP1	210	210
7.71760086348e-06	0.000109475597434	GO:0034641	b	3	cellular nitrogen compound metabolic process	87; 226; 230; 383; 526; 669; 796; 811; 862; 975; 1153; 1312; 1327; 1329; 1337; 1347; 1363; 1522; 1644; 1655; 1915; 1938; 1974; 1977; 1984; 1996; 2023; 2274; 429; 2643; 2762; 2778; 468; 2949; 2987; 3001; 3029; 3190; 3215; 3281; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4072; 4190; 4191; 4212; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4738; 4803; 4830; 4946; 5037; 5094; 5122; 5300; 5435; 5436; 5499; 5570; 5573; 5621; 5660; 5757; 5813; 5860; 5901; 6100; 6141; 6166; 6171; 6230; 55859; 6432; 6447; 6622; 6634; 6638; 6659; 6726; 6820; 7001; 7276; 7307; 7314; 7316; 7320; 7323; 7341; 7378; 7494; 7555; 8721; 9045; 9049; 9324; 9789; 22980; 10049; 10140; 10209; 10273; 10289; 10573; 10574; 10654; 10797; 10971; 10972; 11007; 11142; 11156; 11168; 11332; 57117; 51079; 51142; 51372; 78986; 84275; 55052; 8562; 84337; 85437; 51573; 54997; 55272; 55502; 23524; 23741; 23764; 56895; 9524; 123099; 90701; 25824; 25874; 25994; 27335; 100134934; 3170; 26135; 64207; 163732	MPC2; HSPA5; NDUFB8; NDUFB7; SCG5; HSPA8; CPE; SRP9; CCT7; DUSP26; TMED10; PEBP1; EIF3K; NDUFB9; RAN; COX6A1; PRNP; HSP90AB1; SUMO1; PTP4A3; NDUFA13; IMP3; PCSK1; IRF2BPL; RPL14; CTSZ; GUK1; ACOT7; RPL18; SNRPD3; NME1; PTMA; CNBP; PKIG; UPP1; PKIB; DDX5; FOXA2; UBB; UBC; ELAVL4; NGF; HMGN3; MRPL20; CELF4; UBE2D3; SLC25A33; TEN1; EIF5A; CHCHD2; SRSF7; U2AF1; TTR; MEIS2; MRPL28; GMDS; PCBP2; MAFF; NDUFV3; EID1; HOXB5; POLR2G; POLR2F; IGFBP5; EIF4E; COX7A2; PSIP1; GZMA; GNAS; ARG1; GCH1; PSAP; INSM1; NDUFB4; STUB1; SULT2B1; SNCA; HES6; EIF4A2; CIRBP; GDE1; DDC; RPL36AL; RPL41; NEDD8; INTS12; BPGM; CD81; DNAJB6; TECR; FHL2; HNRNPK; EIF1; TCF25; CITED4; NDUFA6; NDUFA7; RPS25; SPCS2; QDPR; ASCL1; COMT; PRDX2; ENO1; COX4I1; PRKAR1A; MTHFD2; DEGS2; ZCRB1; RPSA; ID4; GSTM5; AGPAT4; CCDC85B; UBE2B; TMA7; COX5B; EEF1A1; PRDX5; JUND; RUNX1T1; MDH2; MDH1; PIN1; TESC; SOX4; XBP1; EIF1B; TOB1; HAGH; MT3; YWHAQ; HIGD1A; ATP6V1B2; HSBP1; EDF1; BEX1; RP9; SERBP1; SNRPN; CALCA; ALDOA; EPCAM; ALDOC; SEC11C; ACTN1; PPP1CA; CALR; SRRM2; PMVK; OAZ1; PURA; DENR; AIP; ATF4; EEF2; ELOF1	6494	6465
8.56017065193e-06	0.000117090905703	GO:0010035	b	3	response to inorganic substance	383; 805; 811; 928; 1938; 429; 2643; 2664; 468; 3309; 3746; 3856; 4504; 801; 5037; 5499; 5621; 5660; 5860; 6622; 7001; 7341; 9066; 84299; 84918; 84557	KCNC1; HSPA5; SUMO1; PRDX2; KRT8; CD9; PEBP1; CALM2; CALM1; MT3; PRNP; MIEN1; MAP1LC3A; LRP11; QDPR; ASCL1; GDI1; PPP1CA; ARG1; CALR; GCH1; PSAP; SYT7; SNCA; ATF4; EEF2	547	545
8.59376285131e-06	0.000190405558174	GO:0009914	b	4	hormone transport	291; 1113; 1363; 2778; 3382; 3799; 5950; 6447; 6616; 6659; 6844; 7276; 9066; 9324; 375704; 415116; 27445; 25874; 3170	SNAP25; VAMP2; HMGN3; PIM3; GNAS; CHGA; KIF5B; ENHO; CPE; ICA1; SLC25A4; FOXA2; RBP4; TTR; PCLO; MPC2; SYT7; SCG5; SOX4	324	324
9.73191716883e-06	0.000128528423299	GO:0015980	b	3	energy derivation by oxidation of organic compounds	1327; 1329; 1337; 2778; 4190; 4191; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 5499; 6622; 55847	NDUFA6; NDUFA7; CISD1; NDUFB9; COX5B; GNAS; NDUFB7; MT3; NDUFB4; NDUFV3; PPP1CA; COX4I1; MDH2; MDH1; SNCA; NDUFB8; COX6A1	269	269
1.1307119631e-05	0.000242931752073	GO:0010646	b	4	regulation of cell communication	291; 333; 383; 537; 638; 796; 801; 805; 811; 975; 1113; 1114; 1452; 1655; 1977; 2023; 2274; 2280; 429; 2664; 2771; 2778; 3190; 3301; 3309; 3326; 3382; 56853; 3488; 3799; 4043; 4062; 4189; 4504; 4803; 5037; 5228; 5270; 5300; 5499; 5621; 5660; 5864; 5865; 5909; 5950; 6009; 6447; 6616; 6622; 6659; 6844; 6855; 7001; 7077; 7276; 7314; 7316; 7320; 7341; 7345; 7494; 7857; 7873; 8395; 8766; 8775; 9049; 9066; 9324; 9378; 9455; 10140; 10273; 10563; 10814; 10900; 10912; 10971; 11156; 51079; 78986; 29937; 375704; 222068; 50861; 51330; 347733; 415116; 55450; 23787; 25874; 25994; 27020; 3170; 29978	MPC2; TIMP2; HSPA5; SUMO1; SCG5; SCG2; APLP1; DUSP26; PEBP1; CALM2; CALM1; STUB1; ATP6AP1; GADD45G; HSP90AB1; PTP4A3; NDUFA13; SLC25A4; RBP4; CXCL13; SNAP25; DNAJA1; MTCH1; KIF5B; NRXN1; SYT7; DDX5; SYP; GDI1; UBC; NGF; HMGN3; STMN3; CELF4; TNFRSF12A; SERPINE2; TTR; RAB11A; FOXA2; UBB; FKBP1A; IGFBP5; EIF4E; NAPA; TUBB2B; CSNK1A1; GNAS; ARG1; UBE2B; PSAP; SNCA; LRPAP1; PRNP; GNAI2; DNAJB9; TMED4; CD81; FHL2; HNRNPK; MANF; ASCL1; LY6H; ENO1; UCHL1; PIP5K1B; ENHO; RHEB; CHGA; CHGB; NENF; PRDX2; RUNDC3A; PIN1; SOX4; XBP1; PGF; TOB1; BIK; UBQLN2; MT3; YWHAQ; HIGD1A; ICA1; HOMER2; PIM3; CPLX2; RAB3B; RAB3A; NPTN; RAP1GAP; VAMP2; PPP1CA; CALR; AIP; CALCA; CAMK2N1	3496	3491
1.28759583069e-05	0.000268501601165	GO:0030163	b	4	protein catabolic process	665; 975; 1452; 1471; 1522; 1915; 3001; 3309; 3312; 3326; 4189; 4738; 4946; 5094; 5270; 5300; 6048; 6622; 6992; 7077; 7267; 7314; 7316; 7320; 7323; 7341; 7345; 7494; 10273; 10952; 11345; 51079; 79016; 89777; 51529; 29978	TIMP2; HSPA5; SUMO1; EEF1A1; HSPA8; UBE2D3; PIN1; SERPINE2; XBP1; NEDD8; DNAJB9; GABARAPL2; CD81; SEC61B; ANAPC11; HSP90AB1; PCBP2; NDUFA13; CST3; SERPINB12; BNIP3L; TTC3; UBC; PPP1R11; CTSZ; UCHL1; GZMA; CSNK1A1; UBE2B; OAZ1; STUB1; UBQLN2; UBB; SNCA; RNF5; DDA1	918	916
1.29709236305e-05	0.00016559545835	GO:0051640	b	3	organelle localization	537; 805; 1113; 1522; 3799; 4131; 801; 5864; 5865; 5870; 5901; 6616; 6622; 6844; 6855; 7314; 7320; 7345; 7846; 8417; 8766; 8775; 9066; 10814; 10959; 10972; 11258; 122553; 51693; 27445	TRAPPC2L; CHGA; RAB6A; DCTN3; TMED10; CALM2; TMED2; CALM1; RAN; TUBA1A; ATP6AP1; RAB11A; PCLO; NAPA; MAP1B; CPLX2; CTSZ; RAB3B; RAB3A; UCHL1; SNAP25; VAMP2; KIF5B; UBE2B; STX7; SYT7; TRAPPC6B; SYP; UBB; SNCA	698	697
1.34255583352e-05	0.000154393920855	GO:0009628	b	2	response to abiotic stimulus	537; 665; 796; 805; 928; 1153; 2023; 2288; 429; 468; 3281; 3301; 3309; 3312; 3326; 3727; 3746; 3856; 4212; 4504; 801; 5037; 5228; 5270; 5499; 5864; 7314; 7316; 7320; 7341; 9114; 9378; 9550; 10049; 10273; 11168; 51142; 84918; 83658; 55466; 25994; 27020	KCNC1; HSPA5; LRP11; SUMO1; CIRBP; HSPA8; JUND; DNAJB6; FKBP4; KRT8; CD9; SERPINE2; HSBP1; PGF; PEBP1; HIGD1A; CALM2; CALM1; STUB1; MT3; ATP6AP1; MEIS2; HSP90AB1; ATP6V0D1; DYNLRB1; CHCHD2; BNIP3L; ATP6V1G1; ASCL1; ENO1; RAB3A; CALCA; NPTN; DNAJA1; PSIP1; DNAJA4; PPP1CA; UBE2B; NRXN1; UBB; UBC; ATF4	1151	1148
1.34257274269e-05	0.00030823232551	GO:0043462	b	5	regulation of ATPase activity	1266; 3301; 5864; 7341; 8775; 10049; 10598; 11345; 140735	DNAJA1; RAB3A; CNN3; GABARAPL2; SUMO1; DYNLL2; DNAJB6; AHSA1; NAPA	79	79
1.3616386615e-05	0.000275829088858	GO:0099504	b	4	synaptic vesicle cycle	801; 805; 1644; 5864; 5865; 6616; 6622; 6844; 6855; 8775; 9066; 9378; 10814; 27445	SNAP25; VAMP2; CALM2; NAPA; CALM1; NRXN1; SYT7; CPLX2; SYP; PCLO; RAB3B; RAB3A; SNCA; DDC	194	194
1.36252476715e-05	0.000168337737361	GO:0010817	b	3	regulation of hormone levels	291; 1113; 1312; 1363; 1522; 2778; 3382; 3799; 4803; 5037; 5122; 5950; 6447; 6616; 6659; 6844; 7276; 9066; 9324; 10273; 375704; 415116; 27445; 25874; 3170	NGF; HMGN3; CHGA; SCG5; PCSK1; CPE; MPC2; SOX4; PEBP1; STUB1; TTR; ICA1; PCLO; PIM3; COMT; SLC25A4; CTSZ; RBP4; SNAP25; VAMP2; GNAS; KIF5B; SYT7; FOXA2; ENHO	526	526
1.42040575807e-05	0.000279741022909	GO:0099177	b	4	regulation of trans-synaptic signaling	801; 805; 1977; 2771; 56853; 3799; 4803; 5270; 5621; 5864; 5865; 6616; 6622; 6844; 6855; 8766; 8775; 9066; 9378; 10814; 347733; 27020	NGF; CELF4; GNAI2; SERPINE2; CALM2; CALM1; PRNP; RAB11A; NAPA; CPLX2; RAB3B; RAB3A; EIF4E; NPTN; TUBB2B; SNAP25; VAMP2; KIF5B; NRXN1; SYT7; SYP; SNCA	429	429
1.44315921289e-05	0.000172728118293	GO:0006413	b	3	translational initiation	1974; 1977; 468; 3921; 5436; 5499; 6141; 6171; 6230; 9045; 10209; 10289; 8562; 27335	EIF1B; RPS25; RPSA; PPP1CA; EIF1; RPL14; POLR2G; EIF3K; DENR; EIF4E; ATF4; RPL18; RPL41; EIF4A2	197	195
1.48573598785e-05	0.000284322437489	GO:0051648	b	4	vesicle localization	801; 805; 1522; 3799; 5864; 6616; 6622; 6844; 6855; 8766; 8775; 9066; 10814; 10959; 10972; 122553; 51693; 27445	TRAPPC2L; SNAP25; VAMP2; CALM2; NAPA; CALM1; KIF5B; TRAPPC6B; SYT7; RAB11A; CTSZ; SYP; PCLO; CPLX2; RAB3A; SNCA; TMED10; TMED2	307	307
1.52387202039e-05	0.000284322437489	GO:0071310	b	4	cellular response to organic substance	333; 383; 526; 529; 533; 537; 781; 796; 811; 1072; 1644; 1655; 1915; 1938; 1974; 1977; 2274; 2288; 2771; 468; 3301; 3309; 3312; 3326; 3488; 3727; 3799; 3856; 3875; 4062; 4189; 4504; 4803; 4830; 5228; 5300; 5435; 5436; 5573; 5621; 5660; 5901; 6048; 6432; 6622; 6659; 6692; 6844; 6855; 7001; 7314; 7316; 7323; 7341; 7494; 9049; 9114; 9296; 9324; 9550; 9987; 10140; 10273; 10563; 11156; 51079; 84275; 375704; 51330; 51382; 415116; 54997; 155066; 25874; 27020; 3170	PRDX2; NGF; ATP6V1F; HMGN3; HSPA5; ATP6V1D; SUMO1; EEF1A1; HSPA8; JUND; FKBP4; DDC; SLC25A33; APLP1; PIN1; KRT8; GNAI2; SOX4; XBP1; PGF; HSP90AB1; DNAJB9; SPINT1; TOB1; RAN; MT3; ATP6AP1; PRNP; FHL2; RNF5; PTP4A3; NDUFA13; ATP6V1B2; ENHO; VAMP2; ATP6V0B; PIM3; ATP6V1G1; FOXA2; UBC; SRSF7; IGFBP5; LY6H; POLR2G; POLR2F; PRKAR1A; CFL1; CALCA; EIF4E; NPTN; CXCL13; CACNA2D1; ATP6V0D1; UBE2D3; HNRNPDL; MPC2; DNAJA1; NME1; STUB1; ARG1; CALR; ATP6V1E1; TESC; DDX5; TNFRSF12A; SYP; PSAP; UBB; SNCA; AIP; ATF4; ATP6V0E2; KRT18; KIF5B; EEF2; EIF4A2	2601	2596
1.57760854902e-05	0.000167469215204	GO:0044085	b	2	cellular component biogenesis	87; 226; 383; 403; 638; 811; 928; 1113; 1153; 1347; 1452; 1522; 2280; 2288; 2643; 3312; 3326; 56853; 3642; 3746; 3856; 3921; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 5300; 5573; 5621; 5660; 5901; 5909; 6048; 6616; 6622; 6634; 6844; 7314; 7316; 7320; 7341; 7450; 7846; 8417; 8766; 8775; 9045; 9066; 9114; 9168; 9378; 10049; 10092; 10273; 10563; 10959; 10972; 11168; 11258; 11337; 11345; 51079; 55081; 51734; 84275; 84299; 122553; 55052; 146279; 83658; 83715; 8562; 51382; 51693; 84557; 60673; 54539; 55272; 55466; 57515; 27445; 140735; 27020; 92737; 27335; 126328; 29978; 81873	TRAPPC2L; NDUFB9; NDUFB8; NDUFB7; HSPA8; FKBP4; TMED10; EIF3K; ESPN; RAN; DYNLL2; PRNP; NDUFB11; GABARAP; HSP90AB1; SUMO1; NDUFA11; NAPA; NDUFA13; ATP6V0D1; IMP3; NDUFB4; IFT57; RPL14; CTSZ; CXCL13; SNAP25; SNRPD3; DNAJA4; NRXN1; SYT7; UBB; UBC; RNF5; ATP6V1D; MRPL20; CELF4; SERINC1; SLC25A33; DENR; TUBA1A; TEKT5; RAB11A; PCLO; MAP1LC3A; FKBP1A; ARPC5; COX7A2; DNER; PSIP1; CSNK1A1; ARG1; UBE2B; PSAP; INSM1; STUB1; SNCA; VWF; CIRBP; MSRB1; TMSB10; DCTN3; KRT8; CD9; NDUFV3; TMED2; DNAJB6; NDUFA6; NDUFA7; PRKAR1A; RPSA; ARPC5L; STX7; TRAPPC6B; GCH1; KCNC1; ATG101; CHGA; ARL3; PIN1; MIEN1; NPTN; BIK; GABARAPL2; UBQLN2; DYNLRB1; ALDOA; RAP1GAP; ACTN1; VAMP2; CALR	3294	3285
1.66916110871e-05	0.000192970170582	GO:0022607	b	3	cellular component assembly	87; 226; 383; 403; 638; 811; 928; 1153; 1347; 1452; 1522; 2280; 2288; 2643; 3312; 3326; 56853; 3642; 3746; 3856; 3921; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 5300; 5573; 5621; 5660; 5909; 6048; 6616; 6622; 6634; 6844; 7314; 7316; 7320; 7341; 7450; 7846; 8417; 8766; 8775; 9066; 9114; 9168; 9378; 10049; 10092; 10273; 10563; 10959; 10972; 11168; 11258; 11337; 11345; 51079; 55081; 51734; 84275; 84299; 122553; 55052; 146279; 83658; 83715; 8562; 51382; 51693; 84557; 60673; 54539; 55466; 27445; 140735; 27020; 92737; 27335; 126328; 29978; 81873	TRAPPC2L; NDUFB9; NDUFB8; NDUFB7; HSPA8; FKBP4; TMED10; EIF3K; ESPN; STUB1; DYNLL2; PRNP; NDUFB11; GABARAP; HSP90AB1; SUMO1; NDUFA11; NAPA; NDUFA13; ATP6V0D1; NDUFB4; IFT57; CTSZ; CXCL13; SNAP25; SNRPD3; DNAJA4; NRXN1; SYT7; UBB; UBC; RNF5; ATP6V1D; MRPL20; CELF4; SLC25A33; DENR; TUBA1A; TEKT5; RAB11A; PCLO; MAP1LC3A; FKBP1A; ARPC5; COX7A2; DNER; PSIP1; CSNK1A1; ARG1; UBE2B; PSAP; INSM1; SNCA; VWF; CIRBP; MSRB1; TMSB10; DCTN3; KRT8; CD9; NDUFV3; TMED2; DNAJB6; NDUFA6; NDUFA7; PRKAR1A; RPSA; ARPC5L; STX7; TRAPPC6B; GCH1; KCNC1; ATG101; ARL3; PIN1; MIEN1; NPTN; BIK; GABARAPL2; UBQLN2; DYNLRB1; ALDOA; RAP1GAP; ACTN1; VAMP2; CALR	3067	3058
1.71305112266e-05	0.000192970170582	GO:0023051	b	3	regulation of signaling	291; 333; 383; 537; 638; 796; 805; 811; 975; 1113; 1114; 1452; 1655; 1977; 2023; 2274; 2280; 429; 2664; 2771; 2778; 3190; 3301; 3309; 3326; 3382; 56853; 3488; 3799; 4043; 4062; 4189; 4504; 4803; 801; 5037; 5228; 5270; 5300; 5499; 5621; 5660; 5864; 5865; 5909; 5950; 6009; 6447; 6616; 6622; 6659; 6844; 6855; 7001; 7077; 7276; 7314; 7316; 7320; 7341; 7345; 7494; 7857; 7873; 8395; 8766; 8775; 9049; 9066; 9324; 9378; 9455; 10140; 10273; 10563; 10814; 10900; 10912; 10971; 11156; 51079; 78986; 29937; 375704; 222068; 50861; 51330; 347733; 415116; 55450; 23787; 25874; 25994; 27020; 3170; 29978	MPC2; TIMP2; HSPA5; SUMO1; SCG5; SCG2; APLP1; DUSP26; PEBP1; CALM2; CALM1; STUB1; ATP6AP1; GADD45G; HSP90AB1; PTP4A3; NDUFA13; SLC25A4; RBP4; CXCL13; SNAP25; DNAJA1; MTCH1; KIF5B; NRXN1; SYT7; DDX5; SYP; GDI1; UBC; NGF; HMGN3; STMN3; CELF4; TNFRSF12A; SERPINE2; TTR; RAB11A; FOXA2; UBB; FKBP1A; IGFBP5; EIF4E; NAPA; TUBB2B; CSNK1A1; GNAS; ARG1; UBE2B; PSAP; SNCA; LRPAP1; PRNP; GNAI2; DNAJB9; TMED4; CD81; FHL2; HNRNPK; MANF; ASCL1; LY6H; ENO1; UCHL1; PIP5K1B; ENHO; RHEB; CHGA; CHGB; NENF; PRDX2; RUNDC3A; PIN1; SOX4; XBP1; PGF; TOB1; BIK; UBQLN2; MT3; YWHAQ; HIGD1A; ICA1; HOMER2; PIM3; CPLX2; RAB3B; RAB3A; NPTN; RAP1GAP; VAMP2; PPP1CA; CALR; AIP; CALCA; CAMK2N1	3531	3526
1.82808676111e-05	0.000180197123596	GO:0006457	b	2	protein folding	811; 2280; 2288; 2771; 2783; 3301; 3309; 3312; 3326; 5479; 9049; 10049; 10574; 55466; 22824	HSP90AB1; DNAJA1; DNAJB6; HSPA5; CALR; HSPA8; HSPA4L; AIP; GNB2; FKBP4; CCT7; DNAJA4; FKBP1A; GNAI2; PPIB	227	226
2.00957410595e-05	0.000365330266954	GO:0046879	b	4	hormone secretion	291; 1113; 1363; 2778; 3382; 3799; 5950; 6447; 6616; 6659; 6844; 9066; 9324; 375704; 415116; 27445; 25874; 3170	SNAP25; VAMP2; HMGN3; PIM3; GNAS; CHGA; KIF5B; ENHO; CPE; ICA1; SLC25A4; FOXA2; RBP4; PCLO; MPC2; SYT7; SCG5; SOX4	314	314
2.19956535635e-05	0.000389872959412	GO:0009057	b	4	macromolecule catabolic process	665; 975; 1153; 1452; 1471; 1522; 1655; 1915; 3001; 3309; 3312; 3326; 3921; 4189; 4738; 4946; 5094; 5270; 5300; 5436; 5499; 6048; 6141; 6171; 6230; 6622; 6992; 7077; 7267; 7314; 7316; 7320; 7323; 7341; 7345; 7494; 9045; 10140; 10273; 10952; 11345; 51079; 79016; 89777; 51529; 29978; 26135	STUB1; TIMP2; HSPA5; SUMO1; CIRBP; HSPA8; UBE2D3; PIN1; SEC61B; SERPINE2; XBP1; NEDD8; DNAJB9; TOB1; GABARAPL2; CD81; UCHL1; ANAPC11; HSP90AB1; PCBP2; RPL41; EEF1A1; CST3; SERPINB12; RPS25; BNIP3L; TTC3; NDUFA13; UBC; PPP1R11; POLR2G; RPL18; GZMA; RPL14; CSNK1A1; RPSA; PPP1CA; UBE2B; CTSZ; OAZ1; DDX5; UBQLN2; UBB; SNCA; RNF5; DDA1; SERBP1	1376	1373
2.26884794712e-05	0.000208734011135	GO:0044281	b	2	small molecule metabolic process	226; 230; 383; 526; 669; 805; 1036; 1152; 1312; 1327; 1329; 1337; 1347; 1644; 1727; 2023; 2222; 2224; 2643; 2762; 468; 2987; 3029; 3312; 3488; 4190; 4191; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 801; 4830; 4946; 5499; 5860; 5901; 5950; 6307; 6622; 6820; 7276; 7378; 7416; 7494; 7555; 10654; 10797; 11332; 51218; 84275; 50859; 51573; 56895; 9524; 123099; 25874; 3170	NDUFB9; MSMO1; CYB5R3; SLC25A33; COX5B; CKB; NDUFB7; GLRX5; HSPA8; CDO1; RBP4; ALDOA; MDH2; MDH1; ACOT7; MPC2; VDAC1; CNBP; ALDOC; XBP1; NDUFV3; CALM2; BPGM; CALM1; HAGH; MT3; NDUFB8; TECR; GMDS; GDE1; ATP6V1B2; FDFT1; DEGS2; NDUFA6; NDUFA7; NDUFB4; QDPR; SPOCK3; COMT; ENO1; COX4I1; GUK1; IGFBP5; DDC; TTR; COX7A2; COX6A1; MTHFD2; FDPS; UPP1; FOXA2; NME1; PPP1CA; ARG1; GCH1; PMVK; OAZ1; RAN; AGPAT4; SULT2B1; SNCA; ATF4	2011	2006
2.54081326465e-05	0.000278037565817	GO:0009725	b	3	response to hormone	383; 526; 529; 533; 537; 805; 811; 1036; 1655; 1938; 1977; 2274; 2288; 2771; 3301; 3488; 3727; 4062; 4504; 801; 4830; 5037; 5228; 5573; 5860; 5901; 6638; 6844; 7077; 7494; 9114; 9296; 9550; 84275; 375704; 51382; 155066	ATP6V1D; ATP6V1F; TIMP2; JUND; FKBP4; SLC25A33; GNAI2; XBP1; PGF; PEBP1; CALM2; CALM1; RAN; MT3; ATP6AP1; FHL2; ATP6V1B2; ATP6V0B; QDPR; CDO1; VAMP2; SNRPN; PRKAR1A; IGFBP5; EIF4E; LY6H; ATP6V0D1; DNAJA1; NME1; ARG1; CALR; ATP6V1E1; DDX5; ATP6V1G1; ATP6V0E2; ENHO; EEF2	986	984
